"","V1","V2","V3","filter"
"3442",-0.0157203,0.596574,-0.373219,0.2076347
"3443",0.0066801,0.610544,-0.409577,0.2076471
"3444",0.110479,0.440357,-0.343014,0.207822
"3445",-0.0202143,0.596353,-0.368177,0.2079617
"3446",0.0634616,0.0359395,0.108886,0.2082871
"3447",0.0440164,0.0447148,0.119741,0.2084722
"3448",0.116326,0.355744,-0.263562,0.208508
"3449",-0.112289,0.448353,-0.127521,0.208543
"3450",-0.0991663,0.573847,-0.265933,0.2087477
"3451",0.0094885,0.608371,-0.409095,0.2087645
"3452",0.0439286,0.551325,-0.386355,0.2088986
"3453",0.0386903,0.0222168,0.148193,0.2091001
"3454",-0.0495783,0.35357,-0.0948137,0.209178
"3455",0.0628913,0.0133067,0.133217,0.209415
"3456",-0.0584971,0.150506,0.117673,0.2096819
"3457",-0.00010148,0.37008,-0.15974,0.21023852
"3458",0.0147877,0.602558,-0.406996,0.2103497
"3459",-0.0539381,0.1333,0.13104,0.2104019
"3460",0.0632691,0.0382387,0.109031,0.2105388
"3461",0.0496755,0.0440629,0.117031,0.2107694
"3462",-0.00609888,0.608294,-0.391363,0.21083212
"3463",-0.10837,0.477395,-0.158187,0.210838
"3464",-0.111197,0.415544,-0.0931316,0.2112154
"3465",0.0169127,0.385338,-0.190323,0.2119277
"3466",-0.0676311,0.132369,0.147374,0.2121119
"3467",0.121556,0.372004,-0.281364,0.212196
"3468",0.0151706,0.594845,-0.397754,0.2122616
"3469",-0.107007,0.501145,-0.181188,0.21295
"3470",0.0755703,0.371209,-0.233607,0.2131723
"3471",0.0283005,0.395936,-0.210765,0.2134715
"3472",-0.0789577,0.149905,0.142797,0.2137443
"3473",0.00349057,0.370366,-0.160063,0.21379357
"3474",0.024114,0.572271,-0.382472,0.213913
"3475",0.101119,0.355632,-0.242631,0.21412
"3476",-0.00390683,0.60986,-0.391753,0.21420017
"3477",0.121028,0.409658,-0.316251,0.214435
"3478",0.0562343,0.0438774,0.114581,0.2146927
"3479",0.0420147,0.0467251,0.12645,0.2151898
"3480",-0.0590353,0.150498,0.123804,0.2152667
"3481",0.10909,0.355954,-0.249743,0.215301
"3482",-0.0636808,0.13238,0.146912,0.2156112
"3483",-0.00816133,0.602476,-0.378438,0.21587667
"3484",0.0702317,0.525319,-0.37963,0.2159207
"3485",0.0392279,0.0335257,0.143339,0.2160926
"3486",-0.00131428,0.61086,-0.39333,0.21621572
"3487",-0.0551893,0.133609,0.138398,0.2168177
"3488",0.0161006,0.583253,-0.38223,0.2171236
"3489",-0.0595357,0.132794,0.143922,0.2171803
"3490",-0.011106,0.358747,-0.130354,0.217287
"3491",0.0861405,0.497387,-0.366145,0.2173825
"3492",-2.779e-05,0.610877,-0.39336,0.21748921
"3493",-0.0842703,0.590679,-0.288621,0.2177877
"3494",-0.0696864,0.168946,0.118681,0.2179406
"3495",0.0525703,0.0139211,0.151947,0.2184384
"3496",0.00125739,0.610875,-0.393292,0.21884039
"3497",0.0399455,0.037518,0.141563,0.2190265
"3498",0.124796,0.388792,-0.2941,0.219488
"3499",-0.105849,0.499814,-0.174432,0.219533
"3500",-0.0581985,0.15032,0.127582,0.2197035
"3501",-0.0757769,0.149135,0.146657,0.2200151
"3502",0.063344,0.0443083,0.112384,0.2200363
"3503",-0.005967,0.604354,-0.378213,0.220174
"3504",-0.0300584,0.347058,-0.0966623,0.2203373
"3505",-0.0106513,0.602265,-0.371244,0.2203697
"3506",0.0762086,0.0293349,0.115126,0.2206695
"3507",-0.0661454,0.169293,0.117566,0.2207136
"3508",0.040072,0.0396584,0.141254,0.2209844
"3509",0.0422169,0.0140899,0.1647,0.2210068
"3510",0.0394356,0.0414466,0.140186,0.2210682
"3511",0.0736012,0.0146533,0.133071,0.2213255
"3512",-0.0161853,0.602398,-0.364832,0.2213807
"3513",0.0744314,0.0326454,0.114318,0.2213948
"3514",-0.0724774,0.168946,0.125004,0.2214726
"3515",-0.107267,0.532998,-0.204255,0.221476
"3516",0.0739823,0.0338298,0.113724,0.2215361
"3517",-0.0803603,0.169236,0.132688,0.2215637
"3518",0.0146321,0.590307,-0.383195,0.2217441
"3519",-0.0219183,0.602531,-0.358685,0.2219277
"3520",0.0621616,0.386521,-0.226713,0.2219696
"3521",0.047216,0.055296,0.119557,0.222069
"3522",0.00381022,0.609907,-0.391642,0.22207522
"3523",0.082487,0.371956,-0.232352,0.222091
"3524",0.0844732,0.0152358,0.122485,0.222194
"3525",-0.0298023,0.60271,-0.350711,0.2221967
"3526",-0.0750032,0.169017,0.128205,0.2222188
"3527",0.0734753,0.0367641,0.1122,0.2224394
"3528",0.0814629,0.0216977,0.119327,0.2224876
"3529",0.0417745,0.0158064,0.164974,0.2225549
"3530",0.051361,0.0547144,0.116483,0.2225584
"3531",0.0398988,0.0434024,0.139489,0.2227902
"3532",0.0844716,0.0166306,0.121836,0.2229382
"3533",0.00600967,0.608369,-0.391192,0.22318667
"3534",0.013659,0.60064,-0.390986,0.223313
"3535",-0.00411826,0.605503,-0.378059,0.22332574
"3536",-0.063699,0.169285,0.117798,0.223384
"3537",0.00794307,0.606496,-0.390867,0.22357207
"3538",0.0729664,0.0389181,0.111808,0.2236925
"3539",0.0270927,0.387537,-0.190701,0.2239287
"3540",-0.0420083,0.602229,-0.336218,0.2240027
"3541",0.0132158,0.371697,-0.160328,0.2245848
"3542",-0.104724,0.498784,-0.169063,0.224997
"3543",-0.0704253,0.59845,-0.302955,0.2250697
"3544",0.0895195,0.497628,-0.361869,0.2252785
"3545",0.0567303,0.0545022,0.114567,0.2257995
"3546",-0.0719023,0.149167,0.148616,0.2258807
"3547",0.0415226,0.0250945,0.159485,0.2261021
"3548",-0.00142673,0.605942,-0.378227,0.22628827
"3549",-0.0819007,0.168561,0.140023,0.2266833
"3550",-0.0585383,0.601089,-0.315205,0.2273457
"3551",-0.114525,0.470278,-0.128379,0.227374
"3552",-0.00761226,0.605479,-0.370402,0.22746474
"3553",-8.273e-05,0.605942,-0.378227,0.22763227
"3554",0.0545947,0.552121,-0.378869,0.2278467
"3555",-0.00010005,0.358458,-0.130405,0.22795295
"3556",-0.0606101,0.168992,0.11966,0.2280419
"3557",-0.104614,0.528902,-0.196177,0.228111
"3558",0.120159,0.375574,-0.267135,0.228598
"3559",-0.118204,0.441193,-0.0943512,0.2286378
"3560",0.00126127,0.605941,-0.378227,0.22897527
"3561",0.0458641,0.0566258,0.126564,0.2290539
"3562",-0.0132503,0.605763,-0.36312,0.2293927
"3563",0.0437255,0.0482455,0.137521,0.229492
"3564",-0.0557698,0.151733,0.133572,0.2295352
"3565",0.0441517,0.397626,-0.211679,0.2300987
"3566",-0.0681824,0.149211,0.149239,0.2302676
"3567",-0.00522026,0.605803,-0.370055,0.23052774
"3568",0.0321237,0.574831,-0.376076,0.2308787
"3569",0.0133937,0.596855,-0.379364,0.2308847
"3570",0.0171517,0.590616,-0.376869,0.2308987
"3571",0.00394774,0.605503,-0.378059,0.23139174
"3572",0.0629605,0.0547716,0.113816,0.2315481
"3573",0.005801,0.604352,-0.378213,0.23194
"3574",0.105524,0.47295,-0.346466,0.232008
"3575",-0.0179243,0.606413,-0.356466,0.2320227
"3576",0.00799467,0.602473,-0.378438,0.23202967
"3577",0.0904216,0.373872,-0.23209,0.2322036
"3578",-0.106905,0.496369,-0.156904,0.23256
"3579",-0.103583,0.526435,-0.190259,0.232593
"3580",0.0425284,0.0373511,0.153033,0.2329125
"3581",-0.0108793,0.606716,-0.36289,0.2329467
"3582",0.0716098,0.0462994,0.115081,0.2329902
"3583",-0.0872433,0.372128,-0.0518593,0.2330254
"3584",-0.0646139,0.149272,0.14853,0.2331881
"3585",0.0228397,0.585867,-0.375249,0.2334577
"3586",-0.102075,0.570891,-0.235234,0.233582
"3587",-0.102183,0.388918,-0.0528099,0.2339251
"3588",-0.0606207,0.168945,0.125644,0.2339683
"3589",0.0724615,0.386756,-0.225181,0.2340365
"3590",0.058619,0.0153262,0.160472,0.2344172
"3591",0.048344,0.015091,0.171092,0.234527
"3592",-0.00179726,0.606236,-0.369879,0.23455974
"3593",-0.0701642,0.357601,-0.0527236,0.2347132
"3594",-0.0784129,0.166859,0.146446,0.2348921
"3595",-0.0608085,0.150048,0.14572,0.2349595
"3596",0.0433128,0.0415152,0.150272,0.2351
"3597",-0.0246753,0.607203,-0.347269,0.2352587
"3598",0.0504595,0.0672772,0.117558,0.2352947
"3599",0.053502,0.0669056,0.11505,0.2354576
"3600",-0.0567797,0.151541,0.140787,0.2355483
"3601",-0.0722083,0.186448,0.121322,0.2355617
"3602",-0.0100897,0.344392,-0.0985741,0.2357282
"3603",-0.00724926,0.607169,-0.363845,0.23607474
"3604",0.048006,0.0167861,0.171406,0.2361981
"3605",-8.526e-05,0.606236,-0.369879,0.23627174
"3606",-0.103745,0.523912,-0.183362,0.236805
"3607",0.0434775,0.0435784,0.149772,0.2368279
"3608",-0.0146593,0.607725,-0.356147,0.2369187
"3609",0.0432979,0.0449553,0.148871,0.2371242
"3610",0.0436029,0.0459642,0.147933,0.2375001
"3611",-0.0821366,0.185868,0.133785,0.2375164
"3612",0.057355,0.0667436,0.113763,0.2378616
"3613",0.00162674,0.606236,-0.369879,0.23798374
"3614",-0.0684531,0.186564,0.120099,0.2382099
"3615",-0.0746449,0.186418,0.126846,0.2386191
"3616",-0.0595838,0.169081,0.129144,0.2386412
"3617",-0.0782152,0.186156,0.130701,0.2386418
"3618",0.123164,0.393876,-0.278187,0.238853
"3619",0.0155497,0.596574,-0.373219,0.2389047
"3620",0.010906,0.358743,-0.130365,0.239284
"3621",-0.0509734,0.345587,-0.0553205,0.2392931
"3622",0.0465375,0.0572184,0.136008,0.2397639
"3623",-0.103936,0.522071,-0.178216,0.239919
"3624",0.0487077,0.0678373,0.123682,0.240227
"3625",0.0478846,0.027345,0.165138,0.2403676
"3626",0.0273002,0.374144,-0.160907,0.2405372
"3627",0.0469437,0.0494449,0.144218,0.2406066
"3628",0.00504974,0.605803,-0.370055,0.24079774
"3629",0.124007,0.415583,-0.298566,0.241024
"3630",-0.0658296,0.186663,0.120194,0.2410274
"3631",-0.0354683,0.60783,-0.331022,0.2413397
"3632",0.0220117,0.591106,-0.371772,0.2413457
"3633",0.116476,0.377997,-0.253035,0.241438
"3634",0.0104807,0.602265,-0.371244,0.2415017
"3635",0.118922,0.443831,-0.321202,0.241551
"3636",-0.0749006,0.165979,0.15048,0.2415584
"3637",-0.00247326,0.607854,-0.363821,0.24155974
"3638",0.0538969,0.0761054,0.112133,0.2421353
"3639",0.0516268,0.0761339,0.11443,0.2421907
"3640",0.062004,0.0667569,0.113647,0.2424079
"3641",0.00744174,0.605479,-0.370402,0.24251874
"3642",-0.112807,0.410015,-0.0546637,0.2425443
"3643",0.0428477,0.391552,-0.19178,0.2426197
"3644",-0.0196263,0.609232,-0.346776,0.2428297
"3645",-0.00979226,0.608998,-0.355668,0.24353774
"3646",0.100208,0.376233,-0.232774,0.243667
"3647",0.0705491,0.0559164,0.117391,0.2438565
"3648",-0.0827034,0.184958,0.141604,0.2438586
"3649",-8.526e-05,0.607854,-0.363821,0.24394774
"3650",-0.0727663,0.601436,-0.284637,0.2440327
"3651",0.0569293,0.0759975,0.111135,0.2440618
"3652",0.0793452,0.388808,-0.223939,0.2442142
"3653",-0.102851,0.520111,-0.172313,0.244947
"3654",0.0508735,0.0834128,0.110993,0.2452793
"3655",0.0839081,0.524237,-0.362864,0.2452811
"3656",-0.00010372,0.344297,-0.0985781,0.24561518
"3657",-0.0626655,0.18682,0.12175,0.2459045
"3658",0.0533197,0.0838846,0.108792,0.2459963
"3659",0.0487851,0.0399087,0.157478,0.2461718
"3660",0.00230274,0.607854,-0.363821,0.24633574
"3661",0.0495346,0.0427786,0.154059,0.2463722
"3662",-0.0713248,0.165931,0.152108,0.2467142
"3663",-0.0869193,0.593963,-0.259729,0.2473147
"3664",0.0495236,0.0444033,0.153461,0.2473879
"3665",-0.120442,0.463367,-0.0954982,0.2474268
"3666",0.054967,0.0164465,0.176041,0.2474545
"3667",0.0400477,0.57741,-0.369866,0.2475917
"3668",0.109555,0.377815,-0.239755,0.247615
"3669",0.0502181,0.076233,0.121194,0.2476451
"3670",0.0823154,0.0178733,0.147673,0.2478617
"3671",0.0493768,0.045691,0.15285,0.2479178
"3672",0.056293,0.0838402,0.10779,0.2479232
"3673",0.060701,0.0757992,0.111467,0.2479672
"3674",-0.0564041,0.169548,0.134846,0.2479899
"3675",-0.073328,0.199778,0.121717,0.248167
"3676",-0.0843369,0.19848,0.134069,0.2482121
"3677",0.0200437,0.596353,-0.368177,0.2482197
"3678",0.0496669,0.0466223,0.15199,0.2482792
"3679",-0.0310543,0.337907,-0.0584396,0.2484131
"3680",0.0291357,0.588371,-0.369085,0.2484217
"3681",-0.078125,0.199445,0.127199,0.248519
"3682",-0.112293,0.489531,-0.128611,0.248627
"3683",0.0833626,0.0423718,0.12293,0.2486644
"3684",0.0676468,0.0171553,0.163864,0.2486661
"3685",0.0842161,0.0408316,0.123677,0.2487247
"3686",0.0507695,0.0878028,0.110191,0.2487633
"3687",0.0619442,0.39998,-0.212885,0.2490392
"3688",0.0492661,0.0576462,0.142146,0.2490583
"3689",-0.105904,0.563274,-0.208211,0.249159
"3690",0.0547369,0.0181244,0.17637,0.2492313
"3691",-0.101543,0.518396,-0.167177,0.249676
"3692",0.0533151,0.0883379,0.108098,0.249751
"3693",0.0847712,0.0393472,0.125699,0.2498174
"3694",0.085196,0.0384841,0.126288,0.2499681
"3695",0.0666947,0.551598,-0.36823,0.2500627
"3696",0.0530445,0.0501426,0.147,0.2501871
"3697",-0.0503033,0.608289,-0.307721,0.2502647
"3698",0.0483019,0.0685843,0.133406,0.2502922
"3699",0.00707874,0.607169,-0.363845,0.25040274
"3700",-0.067898,0.165999,0.152411,0.250512
"3701",0.0797454,0.0473073,0.123699,0.2507517
"3702",0.0494206,0.0825559,0.118784,0.2507605
"3703",0.086359,0.524003,-0.35956,0.250802
"3704",0.0597706,0.0832876,0.107992,0.2510502
"3705",-0.0691593,0.199795,0.120455,0.2510907
"3706",0.0507566,0.0900395,0.110362,0.2511581
"3707",0.0874042,0.0356297,0.128223,0.2512569
"3708",0.0562949,0.0883736,0.107041,0.2517095
"3709",-0.00332026,0.610232,-0.355027,0.25188474
"3710",0.0534167,0.0904398,0.108198,0.2520545
"3711",-0.0617468,0.186878,0.127101,0.2522322
"3712",0.0686975,0.067376,0.116766,0.2528395
"3713",-0.0128473,0.611288,-0.34552,0.2529207
"3714",-0.0646124,0.166182,0.151388,0.2529576
"3715",0.0278357,0.591806,-0.366491,0.2531507
"3716",0.101112,0.498526,-0.346272,0.253366
"3717",0.0547695,0.0295807,0.169109,0.2534592
"3718",0.0160147,0.602398,-0.364832,0.2535807
"3719",-0.0263093,0.611412,-0.331519,0.2535837
"3720",0.0769818,0.0182579,0.158387,0.2536267
"3721",-0.079628,0.208452,0.125208,0.254032
"3722",0.0564736,0.0904878,0.107096,0.2540574
"3723",-0.0871827,0.20716,0.134172,0.2541493
"3724",-0.060961,0.167166,0.148002,0.254207
"3725",-0.0569667,0.168951,0.142232,0.2542163
"3726",0.0107087,0.606716,-0.36289,0.2545347
"3727",-0.0659463,0.199959,0.120528,0.2545407
"3728",0.0596861,0.0878735,0.107089,0.2546486
"3729",0.048858,0.0877557,0.118419,0.2550327
"3730",-8.526e-05,0.610232,-0.355027,0.25511974
"3731",-0.0844797,0.197044,0.142741,0.2553053
"3732",-0.0735053,0.20905,0.119855,0.2553997
"3733",0.00988231,0.344385,-0.0985874,0.25567991
"3734",0.0130797,0.605763,-0.36312,0.2557227
"3735",-0.0777742,0.183586,0.149964,0.2557758
"3736",0.0561783,0.0435787,0.156152,0.255909
"3737",0.0862717,0.393263,-0.222822,0.2567127
"3738",0.0560587,0.0451646,0.155556,0.2567793
"3739",0.0555098,0.0414107,0.159924,0.2568445
"3740",0.0931972,0.028339,0.135524,0.2570602
"3741",0.0599544,0.090234,0.107081,0.2572694
"3742",0.0548371,0.0576134,0.144829,0.2572795
"3743",0.0963545,0.0199492,0.141071,0.2573747
"3744",0.0560462,0.0463873,0.154969,0.2574025
"3745",-0.103623,0.514682,-0.15357,0.257489
"3746",0.0563067,0.0472482,0.154103,0.2576579
"3747",0.118865,0.39934,-0.260168,0.258037
"3748",0.05898,0.0506688,0.148508,0.2581568
"3749",0.00314974,0.610232,-0.355027,0.25835474
"3750",0.0495684,0.0768097,0.132011,0.2583891
"3751",-0.0688911,0.209058,0.118251,0.2584179
"3752",0.0966084,0.0213831,0.140619,0.2586105
"3753",0.0779943,0.056499,0.124188,0.2586813
"3754",0.0673059,0.0759789,0.115441,0.2587258
"3755",-0.0591619,0.186809,0.131225,0.2588721
"3756",0.0488701,0.091714,0.118686,0.2592701
"3757",0.0506243,0.0688326,0.139827,0.2592839
"3758",-0.080839,0.216429,0.124035,0.259625
"3759",0.0264737,0.596079,-0.362806,0.2597467
"3760",0.0282165,0.361413,-0.129822,0.2598075
"3761",-0.119115,0.435951,-0.0569968,0.2598392
"3762",-0.0624854,0.200295,0.122031,0.2598406
"3763",0.0622818,0.0181253,0.179447,0.2598541
"3764",-0.0891941,0.215242,0.134352,0.2603999
"3765",0.0820904,0.0476902,0.130872,0.2606526
"3766",0.0515193,0.0983049,0.1109,0.2607242
"3767",-0.0741655,0.217012,0.118069,0.2609155
"3768",0.0540975,0.0987839,0.108251,0.2611324
"3769",0.0436951,0.37912,-0.161463,0.2613521
"3770",0.0621704,0.0197861,0.179771,0.2617275
"3771",-0.0871703,0.205042,0.143984,0.2618557
"3772",0.0669087,0.0824111,0.112783,0.2621028
"3773",-0.0104079,0.334721,-0.0620505,0.2622626
"3774",0.0720307,0.403836,-0.213576,0.2622907
"3775",0.12059,0.420831,-0.278731,0.26269
"3776",-0.0646758,0.209255,0.118347,0.2629262
"3777",0.00962174,0.608998,-0.355668,0.26295174
"3778",0.0570581,0.098927,0.107177,0.2631621
"3779",-0.101938,0.556905,-0.191594,0.263373
"3780",0.0490439,0.0823447,0.132005,0.2633936
"3781",0.0631801,0.0443743,0.156357,0.2639114
"3782",-0.073519,0.182813,0.154973,0.264267
"3783",0.0603019,0.057633,0.146434,0.2643689
"3784",0.0650164,0.0509599,0.148515,0.2644913
"3785",-0.0688545,0.216992,0.116453,0.2645905
"3786",0.0630159,0.0458722,0.155801,0.2646891
"3787",0.0863081,0.0451465,0.133346,0.2648006
"3788",0.0631487,0.0469393,0.155242,0.26533
"3789",-0.056077,0.186752,0.134665,0.26534
"3790",0.0623423,0.0317624,0.171295,0.2653997
"3791",0.0633676,0.0477127,0.15435,0.2654303
"3792",-0.00433926,0.613367,-0.343499,0.26552874
"3793",0.0217477,0.602531,-0.358685,0.2655937
"3794",0.0792438,0.0489352,0.137448,0.265627
"3795",0.0628571,0.0423688,0.160404,0.2656299
"3796",0.0364407,0.591226,-0.361925,0.2657417
"3797",-0.0813648,0.223615,0.123584,0.2658342
"3798",0.0873929,0.0434158,0.135256,0.2660647
"3799",0.0144887,0.607725,-0.356147,0.2660667
"3800",0.0870776,0.044713,0.134277,0.2660676
"3801",0.0500147,0.577839,-0.361346,0.2665077
"3802",0.0878048,0.0431244,0.136012,0.2669412
"3803",0.0608088,0.0987186,0.107528,0.2670554
"3804",0.0674582,0.0879022,0.111845,0.2672054
"3805",-0.0163193,0.614366,-0.330841,0.2672057
"3806",0.114993,0.474029,-0.321789,0.267233
"3807",0.0557202,0.0685622,0.142956,0.2672384
"3808",-0.0741576,0.223702,0.117863,0.2674074
"3809",-0.0898935,0.22341,0.134031,0.2675475
"3810",0.0804148,0.0568048,0.130441,0.2676606
"3811",0.0177537,0.606413,-0.356466,0.2677007
"3812",-0.0580003,0.610383,-0.284682,0.2677007
"3813",0.0705581,0.0507143,0.146531,0.2678034
"3814",0.0755647,0.0499437,0.142573,0.2680814
"3815",0.0518744,0.076992,0.139234,0.2681004
"3816",-0.117915,0.482386,-0.0963658,0.2681052
"3817",0.0631375,0.397877,-0.192901,0.2681135
"3818",-0.0609153,0.209556,0.120136,0.2687767
"3819",0.0771247,0.0685479,0.123207,0.2688796
"3820",-0.0347113,0.614265,-0.310375,0.2691787
"3821",-0.0699033,0.182646,0.156623,0.2693657
"3822",0.0701713,0.0447372,0.154495,0.2694035
"3823",-0.0975812,0.552152,-0.185126,0.2694448
"3824",0.0706225,0.0198755,0.179,0.269498
"3825",-0.0588195,0.200293,0.128056,0.2695295
"3826",0.0899326,0.0403844,0.139249,0.269566
"3827",-0.0639328,0.21705,0.116534,0.2696512
"3828",-0.0890873,0.590813,-0.23202,0.2697057
"3829",-8.526e-05,0.613367,-0.343499,0.26978274
"3830",-0.0783017,0.195481,0.152619,0.2697983
"3831",0.122116,0.446896,-0.299115,0.269897
"3832",0.0498906,0.101256,0.118926,0.2700726
"3833",0.0700057,0.0460956,0.153984,0.2700853
"3834",0.0657975,0.0576015,0.146716,0.270115
"3835",0.0490832,0.0886129,0.132664,0.2703601
"3836",0.0953298,0.398068,-0.222837,0.2705608
"3837",0.0703993,0.0477346,0.152464,0.2705979
"3838",0.0702599,0.0470297,0.153399,0.2706886
"3839",-0.0890094,0.214534,0.14525,0.2707746
"3840",-0.108193,0.507297,-0.128319,0.270785
"3841",0.0829244,0.0444718,0.143594,0.2709902
"3842",-0.0686135,0.223695,0.115936,0.2710175
"3843",0.0826873,0.0463566,0.142054,0.2710979
"3844",0.0780381,0.0567993,0.136414,0.2712514
"3845",0.0706293,0.0215176,0.179258,0.2714049
"3846",0.083066,0.0441276,0.144265,0.2714586
"3847",0.0830067,0.0458494,0.143014,0.2718701
"3848",0.0678705,0.0920869,0.111921,0.2718784
"3849",0.0703323,0.0429551,0.158623,0.2719104
"3850",0.114018,0.401819,-0.243922,0.271915
"3851",0.077117,0.0450273,0.149895,0.2720393
"3852",-0.0735043,0.604784,-0.259119,0.2721607
"3853",0.0775648,0.408179,-0.213459,0.2722848
"3854",0.0771412,0.0446323,0.150516,0.2722895
"3855",-0.0559245,0.185851,0.142502,0.2724285
"3856",-8.294e-05,0.334595,-0.0620514,0.27246066
"3857",0.0771723,0.047248,0.148441,0.2728613
"3858",-0.0665517,0.182756,0.156736,0.2729403
"3859",0.0707493,0.0574072,0.144904,0.2730605
"3860",0.0750476,0.057055,0.141088,0.2731906
"3861",0.0772196,0.0466258,0.149427,0.2732724
"3862",0.0348377,0.595753,-0.357104,0.2734867
"3863",0.070544,0.0332381,0.170048,0.2738301
"3864",0.00416874,0.613367,-0.343499,0.27403674
"3865",0.0609947,0.0683458,0.14479,0.2741305
"3866",-0.0955069,0.550179,-0.180041,0.2746311
"3867",-0.0599155,0.184173,0.150572,0.2748295
"3868",-0.0634674,0.183141,0.155314,0.2749876
"3869",0.0520841,0.0824677,0.140547,0.2750988
"3870",-0.0961946,0.548362,-0.176756,0.2754114
"3871",0.0844984,0.0428915,0.148063,0.2754529
"3872",0.0779075,0.0431231,0.154493,0.2755236
"3873",-0.0811146,0.232407,0.124306,0.2755984
"3874",0.0800099,0.0214324,0.174358,0.2758003
"3875",-0.0634209,0.223613,0.115783,0.2759751
"3876",-0.0593916,0.2172,0.118315,0.2761234
"3877",0.0949037,0.0325173,0.148747,0.276168
"3878",0.0765404,0.0769668,0.122775,0.2762822
"3879",0.0796877,0.549947,-0.353111,0.2765237
"3880",-0.0738292,0.231338,0.119223,0.2767318
"3881",0.0571204,0.0767843,0.142857,0.2767617
"3882",0.105511,0.401315,-0.229776,0.27705
"3883",-0.0960225,0.545197,-0.171964,0.2772105
"3884",0.0493475,0.0947824,0.13334,0.2774699
"3885",0.080152,0.0230447,0.174488,0.2776847
"3886",-0.0796829,0.202591,0.154845,0.2777531
"3887",0.0800722,0.0688287,0.129306,0.2782069
"3888",-0.0565319,0.209151,0.12571,0.2783291
"3889",0.0793506,0.0338266,0.165152,0.2783292
"3890",0.0126767,0.611288,-0.34552,0.2784447
"3891",0.0980226,0.52282,-0.342324,0.2785186
"3892",-0.0895841,0.234231,0.133932,0.2785789
"3893",-0.121097,0.458196,-0.0583861,0.2787129
"3894",-0.0958775,0.541672,-0.16675,0.2790445
"3895",0.0975011,0.0229633,0.158659,0.2791234
"3896",0.0890457,0.0225148,0.167618,0.2791785
"3897",0.087542,0.0336278,0.158079,0.2792488
"3898",-0.0683629,0.231779,0.116178,0.2795941
"3899",-0.0732625,0.194584,0.158424,0.2797455
"3900",-0.100588,0.389383,-0.00887997,0.27991503
"3901",0.0664224,0.0681923,0.145345,0.2799597
"3902",-0.0544156,0.199713,0.13479,0.2800874
"3903",-0.0897433,0.224743,0.145111,0.2801107
"3904",0.0298556,0.347036,-0.0967023,0.2801893
"3905",0.0978386,0.0244667,0.15843,0.2807353
"3906",-0.0855259,0.373246,-0.00683377,0.28088633
"3907",0.0892955,0.0240823,0.167589,0.2809668
"3908",0.0296317,0.60271,-0.350711,0.2816307
"3909",0.0534732,0.114645,0.113526,0.2816442
"3910",0.0784432,0.0682249,0.135079,0.2817471
"3911",0.0194557,0.609232,-0.346776,0.2819117
"3912",0.0774669,0.0819819,0.122566,0.2820148
"3913",-0.0689647,0.358511,-0.007397,0.2821493
"3914",-0.00549726,0.616689,-0.328987,0.28220474
"3915",0.0562693,0.115025,0.111199,0.2824933
"3916",-0.0585452,0.223534,0.117565,0.2825538
"3917",0.0102421,0.334713,-0.0620642,0.2828909
"3918",0.0712809,0.0680776,0.143711,0.2830695
"3919",0.0754733,0.0679841,0.13984,0.2832974
"3920",0.0524457,0.0891315,0.141801,0.2833782
"3921",-0.0509058,0.345182,-0.0107698,0.2835064
"3922",0.0839418,0.412565,-0.212996,0.2835108
"3923",-0.0983308,0.532583,-0.150473,0.2837792
"3924",0.0622046,0.0766166,0.144964,0.2837852
"3925",0.0687538,0.102119,0.112914,0.2837868
"3926",0.0786148,0.412202,-0.206923,0.2838938
"3927",-0.0928313,0.583537,-0.206393,0.2843127
"3928",0.0245047,0.607203,-0.347269,0.2844387
"3929",0.0589021,0.11514,0.110416,0.2844581
"3930",0.0464844,0.367054,-0.128894,0.2846444
"3931",-0.063042,0.231893,0.116019,0.28487
"3932",-0.0693622,0.194351,0.16016,0.2851488
"3933",0.0585181,0.0822542,0.144635,0.2854073
"3934",0.0613351,0.386192,-0.162112,0.2854151
"3935",0.116462,0.425044,-0.255404,0.286102
"3936",-0.0202073,0.618235,-0.311633,0.2863947
"3937",0.0799928,0.077195,0.129346,0.2865338
"3938",-0.0546676,0.216774,0.124468,0.2865744
"3939",-0.0743584,0.241003,0.120002,0.2866466
"3940",-0.080884,0.243303,0.124917,0.287336
"3941",-0.0541916,0.198253,0.143466,0.2875274
"3942",-8.526e-05,0.616689,-0.328987,0.28761674
"3943",0.0620217,0.576118,-0.350518,0.2876217
"3944",0.0498977,0.105982,0.131879,0.2877587
"3945",0.0746536,0.407285,-0.194129,0.2878096
"3946",-0.110419,0.409489,-0.0111611,0.2879089
"3947",0.0546187,0.115105,0.118657,0.2883807
"3948",0.0629277,0.114934,0.110612,0.2884737
"3949",-0.0399703,0.61752,-0.288702,0.2888477
"3950",-0.0657743,0.194482,0.160239,0.2889467
"3951",-0.0940553,0.574378,-0.191347,0.2889757
"3952",-0.0314223,0.33593,-0.0153446,0.2891631
"3953",0.0671267,0.0764915,0.145558,0.2891762
"3954",-0.0737651,0.201667,0.161344,0.2892459
"3955",-0.0685084,0.241164,0.116807,0.2894626
"3956",0.0784217,0.0880575,0.12303,0.2895092
"3957",0.111379,0.498179,-0.320035,0.289523
"3958",-0.113468,0.500377,-0.0972021,0.2897069
"3959",-0.0806076,0.213653,0.15675,0.2897954
"3960",0.0785533,0.0766221,0.135155,0.2903304
"3961",-0.0586356,0.196235,0.153073,0.2906724
